acc,std,loss,tp,fp,tn,fn,hp
62.64332979917526,0.0,0.08281538529055459,328.0,57.142857142857146,14874.857142857143,1805.142857142857,"[32, 3, 3, 0.7, 75, 0.01, 'mean_squared_error', 0.6]"
63.67953363806009,0.0,0.08486325014382601,287.0,50.0,14881.875,1846.125,"[8, 7, 5, 0.5, 25, 0.01, 'categorical_crossentropy', 0.0]"
64.42295991712146,0.0,0.0851327164305581,255.11111111111111,44.44444444444444,14887.333333333334,1878.0,"[16, 5, 3, 0.5, 50, 0.001, 'categorical_crossentropy', 0.9]"
65.09271278977394,0.0,0.08617812171578407,229.6,40.0,14891.7,1903.5,"[8, 3, 5, 0.3, 75, 0.001, 'mean_squared_error', 0.9]"
4.477611929178238,0.0,0.10995576530694962,0.0,0.0,4690.0,670.0,"[32, 7, 5, 0.3, 50, 0.1, 'categorical_crossentropy', 0.3]"
32.16417916119099,0.0,0.10388387739658356,0.0,0.0,4690.0,670.0,"[32, 7, 3, 0.3, 75, 0.1, 'mean_squared_error', 0.3]"
22.885572165250778,0.0,0.10559927175442378,0.0,0.0,4690.0,670.0,"[32, 7, 5, 0.7, 50, 0.001, 'categorical_crossentropy', 0.3]"
19.929500482976437,0.0,0.1059652715921402,0.0,0.0,4688.25,669.75,"[16, 3, 3, 0.7, 50, 0.001, 'categorical_crossentropy', 0.3]"
16.601298451423645,0.0,0.10669852644205094,0.0,0.0,4687.2,669.6,"[32, 7, 3, 0.5, 75, 0.01, 'categorical_crossentropy', 0.3]"
14.930578817923864,0.0,0.10753053178389867,0.0,0.0,4686.5,669.5,"[32, 5, 3, 0.5, 75, 0.01, 'categorical_crossentropy', 0.0]"
14.249699669224876,0.0,0.107547079878194,0.0,0.0,4686.0,669.4285714285714,"[32, 7, 3, 0.3, 25, 0.01, 'mean_squared_error', 0.9]"
13.234555954113603,0.0,0.107636041007936,0.0,0.0,4685.625,669.375,"[32, 5, 3, 0.5, 50, 0.01, 'categorical_crossentropy', 0.9]"
16.264963356984985,0.0,0.10727447933620876,0.0,0.0,4685.333333333333,669.3333333333334,"[16, 7, 3, 0.7, 75, 0.1, 'categorical_crossentropy', 0.3]"
14.967316053807735,0.0,0.10746153816580772,0.0,0.0,4685.1,669.3,"[32, 7, 5, 0.3, 25, 0.1, 'mean_squared_error', 0.9]"
91.99920892715454,0.0,0.32112228870391846,4614.0,343.0,35091.0,448.0,"[16, 3, 5, 0.3, 50, 0.001, 'categorical_crossentropy', 0.0]"
92.4825131893158,0.0,0.3091900050640106,4619.5,313.0,35117.5,442.0,"[8, 3, 5, 0.7, 50, 0.01, 'categorical_crossentropy', 0.6]"
92.49212940533955,0.0,0.304261972506841,4623.666666666667,313.0,35116.333333333336,437.6666666666667,"[16, 7, 5, 0.5, 50, 0.1, 'mean_squared_error', 0.0]"
92.28452891111374,0.0,0.30409787595272064,4612.75,323.75,35105.0,448.5,"[8, 5, 3, 0.7, 25, 0.001, 'mean_squared_error', 0.3]"
92.34570264816284,0.0,0.3032227516174316,4618.6,321.2,35107.2,442.6,"[32, 7, 5, 0.5, 50, 0.01, 'categorical_crossentropy', 0.0]"
92.47869352499644,0.0,0.29912323256333667,4628.5,318.1666666666667,35110.0,432.6666666666667,"[32, 3, 5, 0.3, 50, 0.001, 'categorical_crossentropy', 0.6]"
92.54828265735081,0.0,0.29541565264974323,4630.428571428572,312.42857142857144,35115.57142857143,430.7142857142857,"[16, 7, 3, 0.3, 25, 0.1, 'categorical_crossentropy', 0.9]"
92.50908941030502,0.0,0.2982688695192337,4627.375,312.375,35115.5,433.75,"[32, 3, 5, 0.5, 25, 0.1, 'categorical_crossentropy', 0.3]"
92.50495102670457,0.0,0.2990242838859558,4625.444444444444,309.6666666666667,35118.11111111111,435.6666666666667,"[32, 7, 5, 0.3, 50, 0.001, 'mean_squared_error', 0.3]"
92.52535104751587,0.0,0.2976136177778244,4627.0,309.4,35118.3,434.1,"[8, 3, 3, 0.5, 50, 0.01, 'categorical_crossentropy', 0.3]"
93.44132542610168,0.0,0.2397087663412094,4711.0,298.0,35136.0,351.0,"[8, 7, 3, 0.7, 75, 0.001, 'categorical_crossentropy', 0.9]"
93.44067871570587,0.0,0.24019185453653336,4712.5,297.0,35133.5,349.0,"[16, 3, 5, 0.5, 75, 0.001, 'categorical_crossentropy', 0.9]"
93.32849582036336,0.0,0.24801322321097055,4700.666666666667,303.6666666666667,35125.666666666664,360.6666666666667,"[16, 3, 3, 0.7, 75, 0.01, 'mean_squared_error', 0.9]"
93.31192225217819,0.0,0.24732784926891327,4695.75,300.0,35128.75,365.5,"[8, 3, 5, 0.5, 25, 0.01, 'mean_squared_error', 0.3]"
93.13995480537415,0.0,0.25185532569885255,4675.8,298.0,35130.4,385.4,"[16, 5, 3, 0.5, 50, 0.1, 'categorical_crossentropy', 0.6]"
93.1866745154063,0.0,0.24944025029738745,4682.0,298.1666666666667,35130.0,379.1666666666667,"[32, 3, 5, 0.7, 50, 0.01, 'mean_squared_error', 0.3]"
93.28214526176453,0.0,0.24675296672752925,4689.285714285715,294.0,35134.0,371.85714285714283,"[16, 7, 5, 0.5, 25, 0.001, 'mean_squared_error', 0.9]"
93.26236322522163,0.0,0.24641161412000656,4688.375,293.875,35134.0,372.75,"[32, 5, 5, 0.5, 50, 0.1, 'categorical_crossentropy', 0.9]"
93.23600000805325,0.0,0.24639593727058834,4686.888888888889,293.3333333333333,35134.444444444445,374.22222222222223,"[16, 5, 3, 0.7, 25, 0.001, 'categorical_crossentropy', 0.6]"
93.26430678367615,0.0,0.2450695127248764,4689.6,293.6,35134.1,371.5,"[16, 3, 3, 0.7, 50, 0.01, 'mean_squared_error', 0.3]"
